X,CH1,CH2,Start,Increment
Sequence,Volt,Volt,-1.58E-04,1.00E-06
742,1.04E-01,9.60E-01,,
743,1.08E-01,8.80E-01,,
744,1.08E-01,9.20E-01,,
745,1.04E-01,8.40E-01,,
746,1.08E-01,8.80E-01,,
747,1.04E-01,8.40E-01,,
748,1.06E-01,8.80E-01,,
749,1.08E-01,8.00E-01,,
750,1.06E-01,8.80E-01,,
751,1.08E-01,8.40E-01,,
752,1.06E-01,8.40E-01,,
753,1.08E-01,8.80E-01,,
754,1.08E-01,8.40E-01,,
755,1.04E-01,9.20E-01,,
756,1.06E-01,9.20E-01,,
757,1.08E-01,9.60E-01,,
758,1.04E-01,1.00E+00,,
759,1.08E-01,1.08E+00,,
760,1.04E-01,1.04E+00,,
761,1.08E-01,1.12E+00,,
762,1.08E-01,1.08E+00,,
763,1.04E-01,1.16E+00,,
764,1.08E-01,1.16E+00,,
765,1.04E-01,1.24E+00,,
766,1.08E-01,1.20E+00,,
767,1.04E-01,1.28E+00,,
768,1.04E-01,1.24E+00,,
769,1.08E-01,1.32E+00,,
770,1.08E-01,1.32E+00,,
771,1.06E-01,1.28E+00,,
772,1.08E-01,1.32E+00,,
773,1.04E-01,1.28E+00,,
774,1.08E-01,1.32E+00,,
775,1.06E-01,1.28E+00,,
776,1.06E-01,1.32E+00,,
777,1.08E-01,1.28E+00,,
778,1.08E-01,1.32E+00,,
779,1.04E-01,1.24E+00,,
780,1.04E-01,1.28E+00,,
781,1.08E-01,1.20E+00,,
782,1.06E-01,1.24E+00,,
783,1.08E-01,1.16E+00,,
784,1.06E-01,1.20E+00,,
785,1.08E-01,1.12E+00,,
786,1.10E-01,1.16E+00,,
787,1.06E-01,1.04E+00,,
788,1.08E-01,1.04E+00,,
789,1.04E-01,1.00E+00,,
790,1.08E-01,1.00E+00,,
791,1.06E-01,9.60E-01,,
792,1.08E-01,9.60E-01,,
793,1.04E-01,8.80E-01,,
794,1.06E-01,8.80E-01,,
795,1.10E-01,9.20E-01,,
796,1.06E-01,9.20E-01,,
797,1.10E-01,8.80E-01,,
798,1.06E-01,8.40E-01,,
799,1.08E-01,9.20E-01,,
800,1.08E-01,8.80E-01,,
801,1.06E-01,9.20E-01,,
802,1.06E-01,8.80E-01,,
803,1.08E-01,9.60E-01,,
804,1.06E-01,9.20E-01,,
805,1.10E-01,1.00E+00,,
806,1.08E-01,9.60E-01,,
807,1.06E-01,1.00E+00,,
808,1.08E-01,1.00E+00,,
809,1.06E-01,1.08E+00,,
810,1.06E-01,1.08E+00,,
811,1.08E-01,1.16E+00,,
812,1.08E-01,1.16E+00,,
813,1.06E-01,1.12E+00,,
814,1.06E-01,1.16E+00,,
815,1.08E-01,1.24E+00,,
816,1.06E-01,1.20E+00,,
817,1.10E-01,1.28E+00,,
818,1.06E-01,1.28E+00,,
819,1.08E-01,1.24E+00,,
820,1.08E-01,1.24E+00,,
821,1.04E-01,1.32E+00,,
822,1.06E-01,1.32E+00,,
823,1.08E-01,1.24E+00,,
824,1.06E-01,1.28E+00,,
825,1.08E-01,1.32E+00,,
826,1.06E-01,1.24E+00,,
827,1.08E-01,1.28E+00,,
828,1.08E-01,1.28E+00,,
829,1.06E-01,1.20E+00,,
830,1.06E-01,1.24E+00,,
831,1.08E-01,1.16E+00,,
832,1.04E-01,1.20E+00,,
833,1.08E-01,1.12E+00,,
834,1.06E-01,1.16E+00,,
835,1.08E-01,1.08E+00,,
836,1.08E-01,1.12E+00,,
837,1.06E-01,1.04E+00,,
838,1.06E-01,1.04E+00,,
839,1.08E-01,1.00E+00,,
840,1.08E-01,1.00E+00,,
841,1.06E-01,9.60E-01,,
842,1.08E-01,9.20E-01,,
843,1.06E-01,9.60E-01,,
844,1.08E-01,9.60E-01,,
845,1.06E-01,9.20E-01,,
846,1.06E-01,9.60E-01,,
847,1.08E-01,8.80E-01,,
848,1.08E-01,9.60E-01,,
849,1.06E-01,8.80E-01,,
850,1.08E-01,9.60E-01,,
851,1.06E-01,8.80E-01,,
852,1.06E-01,9.60E-01,,
853,1.08E-01,9.20E-01,,
854,1.08E-01,1.00E+00,,
855,1.06E-01,1.00E+00,,
856,1.08E-01,1.00E+00,,
857,1.06E-01,1.08E+00,,
858,1.10E-01,1.04E+00,,
859,1.04E-01,1.12E+00,,
860,1.06E-01,1.08E+00,,
861,1.08E-01,1.16E+00,,
862,1.06E-01,1.12E+00,,
863,1.08E-01,1.20E+00,,
864,1.06E-01,1.16E+00,,
865,1.08E-01,1.24E+00,,
866,1.06E-01,1.24E+00,,
867,1.08E-01,1.20E+00,,
868,1.08E-01,1.20E+00,,
869,1.06E-01,1.28E+00,,
870,1.08E-01,1.28E+00,,
871,1.04E-01,1.24E+00,,
872,1.08E-01,1.28E+00,,
873,1.06E-01,1.24E+00,,
874,1.08E-01,1.24E+00,,
875,1.06E-01,1.28E+00,,
876,1.06E-01,1.28E+00,,
877,1.08E-01,1.20E+00,,
878,1.06E-01,1.24E+00,,
879,1.08E-01,1.20E+00,,
880,1.08E-01,1.16E+00,,
881,1.06E-01,1.20E+00,,
882,1.06E-01,1.20E+00,,
883,1.08E-01,1.12E+00,,
884,1.06E-01,1.16E+00,,
885,1.08E-01,1.08E+00,,
886,1.06E-01,1.12E+00,,
887,1.08E-01,1.04E+00,,
888,1.08E-01,1.08E+00,,
889,1.06E-01,1.00E+00,,
890,1.06E-01,1.00E+00,,
891,1.08E-01,1.00E+00,,
892,1.08E-01,9.60E-01,,
893,1.06E-01,1.04E+00,,
894,1.08E-01,9.20E-01,,
895,1.06E-01,9.60E-01,,
896,1.06E-01,9.60E-01,,
897,1.06E-01,9.60E-01,,
898,1.06E-01,9.60E-01,,
899,1.08E-01,9.60E-01,,
900,1.06E-01,9.20E-01,,
901,1.08E-01,1.00E+00,,
902,1.08E-01,9.60E-01,,
903,1.06E-01,1.00E+00,,
904,1.06E-01,1.00E+00,,
905,1.08E-01,1.04E+00,,
906,1.06E-01,1.04E+00,,
907,1.08E-01,1.12E+00,,
908,1.08E-01,1.12E+00,,
909,1.06E-01,1.08E+00,,
910,1.08E-01,1.08E+00,,
911,1.06E-01,1.16E+00,,
912,1.06E-01,1.12E+00,,
913,1.08E-01,1.20E+00,,
914,1.08E-01,1.16E+00,,
915,1.06E-01,1.24E+00,,
916,1.06E-01,1.20E+00,,
917,1.08E-01,1.24E+00,,
918,1.06E-01,1.20E+00,,
919,1.08E-01,1.24E+00,,
920,1.06E-01,1.24E+00,,
921,1.08E-01,1.20E+00,,
922,1.06E-01,1.24E+00,,
923,1.08E-01,1.20E+00,,
924,1.08E-01,1.20E+00,,
925,1.06E-01,1.24E+00,,
926,1.08E-01,1.20E+00,,
927,1.06E-01,1.24E+00,,
928,1.08E-01,1.24E+00,,
929,1.06E-01,1.16E+00,,
930,1.08E-01,1.20E+00,,
931,1.06E-01,1.12E+00,,
932,1.08E-01,1.16E+00,,
933,1.06E-01,1.08E+00,,
934,1.08E-01,1.08E+00,,
935,1.06E-01,1.12E+00,,
936,1.06E-01,1.04E+00,,
937,1.08E-01,1.12E+00,,
938,1.06E-01,1.08E+00,,
939,1.08E-01,1.00E+00,,
940,1.08E-01,1.00E+00,,
941,1.06E-01,1.04E+00,,
942,1.06E-01,1.00E+00,,
943,1.08E-01,1.00E+00,,
944,1.06E-01,1.00E+00,,
945,1.08E-01,9.60E-01,,
946,1.08E-01,1.00E+00,,
947,1.06E-01,9.60E-01,,
948,1.08E-01,1.00E+00,,
949,1.06E-01,1.04E+00,,
950,1.08E-01,1.00E+00,,
951,1.06E-01,1.04E+00,,
952,1.06E-01,1.00E+00,,
953,1.08E-01,1.04E+00,,
954,1.08E-01,1.04E+00,,
955,1.06E-01,1.08E+00,,
956,1.08E-01,1.04E+00,,
957,1.06E-01,1.12E+00,,
958,1.06E-01,1.08E+00,,
959,1.08E-01,1.16E+00,,
960,1.06E-01,1.12E+00,,
961,1.08E-01,1.16E+00,,
962,1.08E-01,1.12E+00,,
963,1.06E-01,1.20E+00,,
964,1.06E-01,1.16E+00,,
965,1.08E-01,1.20E+00,,
966,1.08E-01,1.16E+00,,
967,1.04E-01,1.24E+00,,
968,1.08E-01,1.20E+00,,
969,1.06E-01,1.24E+00,,
970,1.06E-01,1.20E+00,,
971,1.10E-01,1.24E+00,,
972,1.08E-01,1.24E+00,,
973,1.06E-01,1.20E+00,,
974,1.08E-01,1.24E+00,,
975,1.06E-01,1.16E+00,,
976,1.06E-01,1.16E+00,,
977,1.08E-01,1.24E+00,,
978,1.06E-01,1.20E+00,,
979,1.08E-01,1.12E+00,,
980,1.08E-01,1.16E+00,,
981,1.06E-01,1.12E+00,,
982,1.06E-01,1.16E+00,,
983,1.08E-01,1.08E+00,,
984,1.08E-01,1.08E+00,,
985,1.06E-01,1.12E+00,,
986,1.08E-01,1.04E+00,,
987,1.06E-01,1.08E+00,,
988,1.06E-01,1.04E+00,,
989,1.08E-01,1.08E+00,,
990,1.06E-01,1.00E+00,,
991,1.10E-01,1.08E+00,,
992,1.08E-01,1.00E+00,,
993,1.06E-01,1.00E+00,,
994,1.06E-01,1.00E+00,,
995,1.08E-01,1.04E+00,,
996,1.08E-01,1.00E+00,,
997,1.06E-01,1.04E+00,,
998,1.06E-01,1.00E+00,,
999,1.08E-01,1.04E+00,,
1000,1.08E-01,1.00E+00,,
1001,1.06E-01,1.04E+00,,
1002,1.06E-01,1.04E+00,,
1003,1.10E-01,1.04E+00,,
1004,1.08E-01,1.04E+00,,
1005,1.06E-01,1.08E+00,,
1006,1.06E-01,1.08E+00,,
1007,1.08E-01,1.12E+00,,
1008,1.06E-01,1.08E+00,,
1009,1.06E-01,1.16E+00,,
1010,1.06E-01,1.16E+00,,
1011,1.10E-01,1.12E+00,,
1012,1.06E-01,1.12E+00,,
1013,1.08E-01,1.20E+00,,
1014,1.08E-01,1.16E+00,,
1015,1.06E-01,1.20E+00,,
1016,1.06E-01,1.16E+00,,
1017,1.08E-01,1.24E+00,,
1018,1.06E-01,1.16E+00,,
1019,1.08E-01,1.24E+00,,
1020,1.06E-01,1.24E+00,,
1021,1.10E-01,1.16E+00,,
1022,1.08E-01,1.24E+00,,
1023,1.06E-01,1.16E+00,,
1024,1.06E-01,1.16E+00,,
1025,1.08E-01,1.20E+00,,
1026,1.08E-01,1.16E+00,,
1027,1.06E-01,1.20E+00,,
1028,1.06E-01,1.20E+00,,
1029,1.08E-01,1.12E+00,,
1030,1.06E-01,1.16E+00,,
1031,1.10E-01,1.12E+00,,
1032,1.08E-01,1.16E+00,,
1033,1.06E-01,1.08E+00,,
1034,1.06E-01,1.12E+00,,
1035,1.08E-01,1.04E+00,,
1036,1.06E-01,1.12E+00,,
1037,1.08E-01,1.04E+00,,
1038,1.06E-01,1.08E+00,,
1039,1.08E-01,1.04E+00,,
1040,1.06E-01,1.08E+00,,
1041,1.10E-01,1.00E+00,,
1042,1.08E-01,1.04E+00,,
1043,1.06E-01,1.00E+00,,
1044,1.06E-01,1.00E+00,,
1045,1.08E-01,1.00E+00,,
1046,1.06E-01,1.00E+00,,
1047,1.08E-01,1.04E+00,,
1048,1.06E-01,1.00E+00,,
1049,1.08E-01,1.08E+00,,
1050,1.06E-01,1.04E+00,,
1051,1.10E-01,1.08E+00,,
1052,1.08E-01,1.04E+00,,
1053,1.06E-01,1.12E+00,,
1054,1.06E-01,1.04E+00,,
1055,1.08E-01,1.12E+00,,
1056,1.06E-01,1.08E+00,,
1057,1.08E-01,1.12E+00,,
1058,1.06E-01,1.08E+00,,
1059,1.08E-01,1.16E+00,,
1060,1.06E-01,1.12E+00,,
1061,1.08E-01,1.16E+00,,
1062,1.08E-01,1.12E+00,,
1063,1.06E-01,1.20E+00,,
1064,1.06E-01,1.16E+00,,
1065,1.08E-01,1.20E+00,,
1066,1.08E-01,1.16E+00,,
1067,1.06E-01,1.20E+00,,
1068,1.08E-01,1.16E+00,,
1069,1.06E-01,1.20E+00,,
1070,1.08E-01,1.16E+00,,
1071,1.06E-01,1.20E+00,,
1072,1.06E-01,1.20E+00,,
1073,1.08E-01,1.16E+00,,
1074,1.08E-01,1.20E+00,,
1075,1.04E-01,1.16E+00,,
1076,1.04E-01,1.20E+00,,
1077,1.08E-01,1.12E+00,,
1078,1.06E-01,1.12E+00,,
1079,1.08E-01,1.16E+00,,
1080,1.08E-01,1.16E+00,,
1081,1.06E-01,1.08E+00,,
1082,1.08E-01,1.08E+00,,
1083,1.06E-01,1.12E+00,,
1084,1.06E-01,1.12E+00,,
1085,1.08E-01,1.08E+00,,
1086,1.08E-01,1.08E+00,,
1087,1.06E-01,1.04E+00,,
1088,1.08E-01,1.04E+00,,
1089,1.06E-01,1.08E+00,,
1090,1.06E-01,1.04E+00,,
1091,1.08E-01,1.08E+00,,
1092,1.06E-01,1.04E+00,,
1093,1.08E-01,1.08E+00,,
1094,1.06E-01,1.08E+00,,
1095,1.08E-01,1.00E+00,,
1096,1.08E-01,1.08E+00,,
1097,1.06E-01,1.04E+00,,
1098,1.08E-01,1.08E+00,,
1099,1.06E-01,1.04E+00,,
1100,1.08E-01,1.04E+00,,
1101,1.06E-01,1.12E+00,,
1102,1.06E-01,1.04E+00,,
1103,1.08E-01,1.12E+00,,
1104,1.08E-01,1.12E+00,,
1105,1.06E-01,1.08E+00,,
1106,1.06E-01,1.08E+00,,
1107,1.08E-01,1.12E+00,,
1108,1.06E-01,1.16E+00,,
1109,1.08E-01,1.12E+00,,
1110,1.06E-01,1.12E+00,,
1111,1.06E-01,1.16E+00,,
1112,1.06E-01,1.12E+00,,
1113,1.08E-01,1.20E+00,,
1114,1.06E-01,1.12E+00,,
1115,1.08E-01,1.20E+00,,
1116,1.06E-01,1.20E+00,,
1117,1.10E-01,1.16E+00,,
1118,1.06E-01,1.16E+00,,
1119,1.08E-01,1.20E+00,,
1120,1.06E-01,1.20E+00,,
1121,1.08E-01,1.16E+00,,
1122,1.06E-01,1.20E+00,,
1123,1.08E-01,1.16E+00,,
1124,1.06E-01,1.20E+00,,
1125,1.10E-01,1.12E+00,,
1126,1.06E-01,1.12E+00,,
1127,1.10E-01,1.16E+00,,
1128,1.08E-01,1.16E+00,,
1129,1.06E-01,1.12E+00,,
1130,1.06E-01,1.16E+00,,
1131,1.08E-01,1.08E+00,,
1132,1.06E-01,1.12E+00,,
1133,1.08E-01,1.08E+00,,
1134,1.06E-01,1.12E+00,,
1135,1.10E-01,1.04E+00,,
1136,1.06E-01,1.08E+00,,
1137,1.10E-01,1.04E+00,,
1138,1.08E-01,1.04E+00,,
1139,1.06E-01,1.08E+00,,
1140,1.06E-01,1.04E+00,,
1141,1.08E-01,1.08E+00,,
1142,1.06E-01,1.04E+00,,
1143,1.08E-01,1.08E+00,,
1144,1.06E-01,1.04E+00,,
1145,1.10E-01,1.08E+00,,
1146,1.06E-01,1.04E+00,,
1147,1.10E-01,1.08E+00,,
1148,1.06E-01,1.04E+00,,
1149,1.08E-01,1.08E+00,,
1150,1.06E-01,1.12E+00,,
1151,1.08E-01,1.04E+00,,
1152,1.06E-01,1.08E+00,,
1153,1.08E-01,1.12E+00,,
1154,1.06E-01,1.08E+00,,
1155,1.10E-01,1.12E+00,,
1156,1.06E-01,1.08E+00,,
1157,1.10E-01,1.12E+00,,
1158,1.06E-01,1.12E+00,,
1159,1.08E-01,1.16E+00,,
1160,1.08E-01,1.16E+00,,
1161,1.06E-01,1.12E+00,,
1162,1.08E-01,1.12E+00,,
1163,1.04E-01,1.16E+00,,
1164,1.06E-01,1.12E+00,,
1165,1.10E-01,1.20E+00,,
1166,1.08E-01,1.16E+00,,
1167,1.06E-01,1.20E+00,,
1168,1.08E-01,1.16E+00,,
1169,1.06E-01,1.20E+00,,
1170,1.06E-01,1.12E+00,,
1171,1.08E-01,1.20E+00,,
1172,1.06E-01,1.12E+00,,
1173,1.08E-01,1.16E+00,,
1174,1.06E-01,1.12E+00,,
1175,1.08E-01,1.16E+00,,
1176,1.06E-01,1.12E+00,,
1177,1.08E-01,1.16E+00,,
1178,1.06E-01,1.16E+00,,
1179,1.10E-01,1.12E+00,,
1180,1.08E-01,1.08E+00,,
1181,1.06E-01,1.12E+00,,
1182,1.08E-01,1.08E+00,,
1183,1.06E-01,1.12E+00,,
1184,1.10E-01,1.08E+00,,
1185,1.06E-01,1.12E+00,,
1186,1.06E-01,1.12E+00,,
1187,1.08E-01,1.04E+00,,
1188,1.06E-01,1.04E+00,,
1189,1.08E-01,1.08E+00,,
1190,1.06E-01,1.04E+00,,
1191,1.08E-01,1.08E+00,,
1192,1.06E-01,1.04E+00,,
1193,1.08E-01,1.08E+00,,
1194,1.08E-01,1.04E+00,,
1195,1.06E-01,1.08E+00,,
1196,1.06E-01,1.04E+00,,
1197,1.08E-01,1.08E+00,,
1198,1.10E-01,1.04E+00,,
1199,1.06E-01,1.12E+00,,
